Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2018-10;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;18049;7700;153
2018-10;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;79373;34074;664
2018-10;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;24499;17592;186
2018-10;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;13911;7646;56
2018-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;35582;15154;225
2018-10;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;25896;7774;107
2018-10;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;54987;14963;278
2018-10;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;60855;26099;598
2018-10;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;27807;15930;335
2018-10;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;32212;18515;450
2018-10;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;22703;11592;320
2018-10;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;18527;13399;327
2018-10;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;15940;6462;218
2018-10;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;37171;20466;341
2018-10;Região não Especificada;Desconhecido | Nacional;;1142;115;
2018-11;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;36283;19994;474
2018-11;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;17358;6899;120
2018-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;35010;11015;193
2018-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;35842;14247;242
2018-11;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;38972;11556;354
2018-11;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;32132;17569;374
2018-11;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;33517;14251;370
2018-11;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16268;6699;164
2018-11;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;53284;26667;785
2018-11;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;40061;22954;441
2018-12;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;20620;10174;294
2018-12;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;31217;16895;396
2018-12;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;9132;3576;98
2018-12;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;21462;6192;85
2018-12;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;10191;5009;30
2018-12;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;18737;7459;123
2018-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;34009;7083;155
2018-12;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;43455;13891;570
2018-12;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;32891;9274;236
2018-12;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;37051;12759;272
2018-12;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;28626;8992;131
2018-12;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;26065;13515;315
2018-12;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;20493;11594;275
2018-12;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;26417;15646;318
2018-12;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;21393;14295;306
2018-12;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;21546;11169;277
2019-01;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;28294;14755;314
2019-01;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;27238;9015;183
2019-01;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;12419;5254;165
2019-01;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;52737;20835;335
2019-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;41406;17941;279
2019-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;45499;9667;224
2019-01;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;38870;11577;461
2019-01;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;58082;18160;462
2019-01;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;18182;7620;195
2019-01;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;26359;10025;321
2019-01;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;58804;29366;791
2019-01;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;17286;6511;185
2019-01;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;36160;22656;514
2019-02;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;26664;11667;302
2019-02;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;23276;9217;143
2019-02;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;43715;14200;276
2019-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;58297;20210;495
2019-02;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;32777;12681;250
2019-02;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33808;9784;451
2019-02;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;53144;24011;699
2019-02;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;57552;20625;595
2019-02;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;14745;5341;175
2019-02;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;23030;8961;290
2019-02;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;28926;15149;386
2019-02;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;32510;17254;416
2019-02;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;20058;9801;291
2019-02;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;23101;10262;281
2019-02;Região não Especificada;Desconhecido | Nacional;;1073;106;
2019-03;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;23519;9539;161
2019-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;57804;21072;530
2019-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;35509;12454;289
2019-03;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;34045;10384;212
2019-03;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;39125;10410;380
2019-03;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;55523;20463;583
2019-03;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;31558;16271;434
2019-03;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16031;6311;235
2019-03;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;37902;20706;406
2019-03;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;31409;19411;457
2019-04;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;32553;18446;325
2019-04;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;15327;5944;117
2019-04;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;45362;18317;265
2019-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;34713;14528;236
2019-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;33816;12935;191
2019-04;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;47877;15748;386
2019-04;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;21883;8308;245
2019-04;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;48475;25157;658
2019-04;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;30588;17670;353
2019-04;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16043;6304;183
2019-04;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;19579;11692;311
2019-04;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;31308;19627;397
2019-05;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;27619;15087;410
2019-05;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;25652;11036;203
2019-05;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;20077;12513;270
2019-05;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;62354;23311;711
2019-05;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;35167;15654;402
2019-05;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;30592;17664;467
2019-05;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;33313;15037;355
2019-05;Região não Especificada;Desconhecido | Nacional;;1322;;
2019-06;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;9148;3806;145
2019-06;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;58314;27569;412
2019-06;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;3927;3110;4
2019-06;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;11271;5874;42
2019-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;33449;8250;177
2019-06;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;19104;6172;124
2019-06;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;27335;7820;302
2019-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;30386;13211;232
2019-06;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;17509;9723;203
2019-06;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;13571;5880;185
2019-06;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;17633;10770;297
2019-06;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;15253;9114;229
2019-07;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;23242;12566;295
2019-07;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;71470;33481;504
2019-07;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;33715;16775;426
2019-07;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;37375;23592;371
2019-07;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;26101;16689;341
2019-07;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;31576;19774;310
2019-08;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;19438;10857;186
2019-08;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;20015;11813;170
2019-08;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;18898;8660;138
2019-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;30472;13723;197
2019-08;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;20445;6123;95
2019-08;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;26508;10360;179
2019-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;29543;10662;174
2019-08;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;25360;15881;342
2019-08;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;16192;9622;217
2019-08;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;16072;10779;223
2019-08;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;26241;17244;282
2019-08;Região não Especificada;Desconhecido | Nacional;;823;117;
2019-09;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;23221;12433;260
2019-09;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;43813;19339;277
2019-09;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;30602;10507;342
2019-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;55378;21293;417
2019-09;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;18798;12723;274
2019-09;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;26342;14244;307
2019-09;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24317;14277;278
2019-09;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;24489;15650;324
2019-09;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;32530;14025;329
2019-10;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;37726;21511;408
2019-10;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;44053;14765;334
2019-10;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;50285;23310;407
2019-10;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;26624;11944;219
2019-10;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;13099;6194;52
2019-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;39089;13210;208
2019-10;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;42114;10957;393
2019-10;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;43949;13123;396
2019-10;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;26899;8351;136
2019-10;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;57695;19529;504
2019-10;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;31925;17284;385
2019-10;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;37103;16119;380
2019-10;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;32897;19442;463
2019-10;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;35936;20580;379
2019-11;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;52482;20900;665
2019-11;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;13778;6764;47
2019-11;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;32846;10919;379
2019-11;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;23342;6994;152
2019-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;35148;14241;276
2019-11;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;20862;10805;336
2019-11;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;35446;18589;317
2019-11;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;29032;16242;423
2019-11;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15473;6668;225
2019-11;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;56608;22493;631
2019-11;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;18848;13146;344
2019-11;Região não Especificada;Desconhecido | Nacional;;844;128;
2019-11;Região não Especificada;Desconhecido | Nacional;;943;;
2019-12;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;20836;10663;218
2019-12;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;21403;10563;200
2019-12;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;31141;8175;268
2019-12;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;27901;15511;352
2019-12;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;21779;13262;298
2019-12;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;28030;13574;362
2019-12;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;28094;12666;268
2019-12;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;20364;8855;262
2020-01;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;26670;13721;283
2020-01;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;13695;6655;117
2020-01;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4832;4148;8
2020-01;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12898;6007;61
2020-01;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;25506;11184;197
2020-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;61263;23054;482
2020-01;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;42423;11969;386
2020-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;37066;13012;218
2020-01;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;29830;12970;281
2020-01;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;31866;13364;205
2020-01;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;41560;24708;473
2020-01;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;22532;13834;383
2020-01;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;22611;12180;376
2020-01;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;20828;14156;312
2020-02;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;25219;11150;237
2020-02;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;27541;7801;172
2020-02;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;11447;4840;50
2020-02;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;63101;36806;571
2020-02;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;32982;12049;186
2020-02;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;26981;11703;241
2020-02;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;37238;20969;413
2020-02;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;28047;15807;349
2020-02;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;18112;10785;272
2020-02;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;32144;15510;407
2020-02;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;26860;14052;335
2020-02;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;23324;9230;304
2020-02;Região não Especificada;Desconhecido | Nacional;;651;140;
2020-03;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;18661;17156;207
2020-03;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;15715;15022;127
2020-03;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;42134;59797;403
2020-03;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;47676;47674;365
2020-03;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;36785;24796;223
2020-03;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;19198;23653;198
2020-03;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;32898;40478;366
2020-03;Região não Especificada;Desconhecido | Nacional;;286;216;
2020-04;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;10027;12713;95
2020-04;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;10985;46892;77
2020-04;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;5884;17765;28
2020-04;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;7388;25113;31
2020-04;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;17948;37511;79
2020-04;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;9037;21172;25
2020-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;16773;37091;137
2020-04;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;8204;57586;63
2020-04;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;10298;37055;62
2020-04;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;6298;32669;21
2020-04;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;4933;19524;115
2020-04;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;5667;19644;35
2020-04;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;8108;29205;89
2020-04;Região não Especificada;Desconhecido | Nacional;;934;;
2020-05;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;11091;18292;131
2020-05;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;24942;71588;303
2020-05;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;8640;14220;25
2020-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;13010;30310;31
2020-05;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;16431;23506;146
2020-05;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;16346;24820;61
2020-05;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;11646;31649;123
2020-05;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;5961;13510;87
2020-05;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;13585;30159;307
2020-05;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;3349;24728;78
2020-05;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;8964;28122;168
2020-05;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;7838;28848;144
2020-05;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;8201;18165;162
2020-05;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;2720;21719;29
2020-06;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;8752;9705;47
2020-06;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;6883;7467;126
